produkt,cena,ilosc,rng
Produkt B,184,67,0.65
Produkt D,473,37,0.92
Produkt D,387,5,0.93
Produkt C,748,40,0.92
Produkt E,449,59,0.02
Produkt E,496,80,0.22
Produkt C,678,95,0.35
Produkt C,384,68,0.98
I Do pieca,252,86,0.03
Produkt D,622,85,0.14
Produkt B,588,65,0.88
Produkt C,150,86,0.64
Produkt D,310,82,0.63
Produkt A,196,56,0.35
Produkt B,525,75,0.3
Produkt A,843,90,0.05
Produkt B,886,28,0.57
Produkt D,13,17,0.98
Produkt D,783,73,0.92
Produkt A,873,23,0.87
Produkt A,991,2,0.12
Produkt E,70,95,0.13
Produkt A,777,4,0.69
Produkt E,649,95,0.97
Produkt A,713,50,0.15
Produkt B,92,38,0.9
Produkt C,84,Produkt D,1.0
Produkt D,179,73,0.04
I Do pieca,770,58,0.33
Produkt E,476,38,0.32
Produkt D,735,44,0.39
Produkt D,680,52,0.84
Produkt A,861,99,0.41
Produkt C,814,36,0.58
Produkt D,582,9,0.48
Produkt B,224,66,0.85
Produkt C,534,74,0.68
Produkt A,717,45,0.83
67,812,7,0.88
Produkt B,363,20,0.78
Produkt C,620,70,0.85
Produkt A,21,24,0.8
Produkt D,212,13,0.62
Produkt E,329,6,0.42
Produkt D,846,20,0.68
Produkt B,652,57,0.74
Produkt B,505,81,0.07
67,55,15,0.54
Produkt D,79,73,0.35
Produkt D,189,65,0.66
Produkt A,682,47,0.16
Produkt D,523,93,0.75
Produkt C,808,47,0.45
Produkt B,641,76,0.79
Produkt C,313,26,0.1
Produkt C,44,67,0.23
67,336,60,0.51
Produkt A,71,26,0.43
Produkt D,769,97,0.79
Produkt A,195,94,0.62
Produkt C,554,54,0.46
Produkt B,869,22,0.41
Produkt B,142,9,0.2
Produkt D,382,29,0.95
Produkt A,623,47,0.06
Produkt A,770,100,0.11
Produkt B,546,43,0.01
Produkt C,344,43,0.59
Produkt A,760,86,0.5
Produkt B,547,Produkt C,0.99
Produkt D,448,48,0.96
Produkt D,770,76,0.72
Produkt A,247,48,0.78
Produkt A,344,36,0.33
Produkt A,952,57,0.88
Produkt A,228,12,0.3
Produkt E,123,35,0.52
Produkt D,221,38,0.57
Produkt A,523,44,0.99
Produkt E,839,12,0.26
Produkt B,131,17,0.03
Produkt B,204,84,0.52
Produkt D,266,Produkt A,1.0
Produkt E,203,23,0.24
Produkt D,587,31,0.6
Produkt B,400,94,0.61
I Do pieca,13,87,0.35
Produkt B,911,29,0.55
Produkt B,775,68,0.72
Produkt A,881,89,0.5
Produkt B,544,11,0.66
Produkt E,95,53,0.82
Produkt A,56,30,0.89
Produkt A,858,48,0.41
Produkt E,960,69,0.34
Produkt A,996,43,0.29
Produkt A,453,16,0.66
Produkt A,999,34,0.22
67,314,4,0.63
Produkt D,201,26,0.54
Produkt B,123,80,0.05
Produkt A,540,36,0.03
Produkt E,762,32,0.62
I Do pieca,418,59,0.41
Produkt E,553,1,0.51
Produkt C,306,81,0.24
Produkt D,Produkt B,98,0.01
I Do pieca,362,34,0.07
Produkt B,609,81,0.23
Produkt D,235,94,0.59
Produkt A,771,11,0.07
Produkt B,116,9,0.69
Produkt A,862,13,0.27
Produkt D,880,44,0.98
Produkt D,774,64,0.12
Produkt D,188,58,0.44
Produkt B,241,13,0.81
Produkt E,566,23,0.62
I Do pieca,867,68,0.16
Produkt B,155,82,0.68
Produkt C,741,91,0.09
Produkt E,691,45,0.68
Produkt A,998,26,0.74
Produkt C,957,95,0.05
Produkt E,476,72,0.5
Produkt A,910,90,0.69
Produkt A,394,18,0.89
Produkt B,92,84,0.5
Produkt B,213,45,0.28
67,817,59,0.11
Produkt D,936,49,0.94
Produkt B,17,65,0.19
Produkt A,Produkt C,72,0.0
Produkt D,337,74,0.55
Produkt C,232,98,0.31
Produkt D,159,3,0.85
Produkt E,991,48,0.92
Produkt C,152,95,0.73
Produkt C,636,74,0.97
Produkt C,374,62,0.23
Produkt A,370,12,0.72
Produkt D,175,64,0.77
Produkt D,239,14,0.64
Produkt C,601,Produkt E,1.0
Produkt D,836,87,0.99
Produkt B,916,8,0.4
Produkt B,762,18,0.12
Produkt A,830,71,0.99
Produkt D,598,76,0.53
Produkt A,743,26,0.09
Produkt D,594,20,0.04
Produkt C,324,13,0.4
Produkt A,467,41,0.2
Produkt C,106,11,0.75
Produkt D,84,78,0.34
Produkt A,965,27,0.49
Produkt D,757,40,0.69
Produkt B,490,65,0.03
Produkt A,559,43,0.97
Produkt C,953,80,0.33
Produkt C,259,35,0.4
Produkt B,818,73,0.03
67,669,64,0.16
I Do pieca,975,47,0.36
Produkt B,Produkt D,28,0.01
Produkt A,725,51,0.01
Produkt D,65,6,0.94
Produkt C,384,100,0.48
Produkt D,32,32,0.85
Produkt B,165,87,0.58
Produkt D,994,30,0.6
Produkt C,775,17,0.11
Produkt C,469,56,0.08
Produkt D,673,61,0.34
Produkt B,910,75,0.06
Produkt D,423,27,0.55
Produkt C,341,71,0.32
I Do pieca,810,70,0.97
Produkt E,851,33,0.79
Produkt D,617,95,0.18
Produkt D,708,85,0.34
I Do pieca,522,4,0.99
Produkt B,975,2,0.43
Produkt A,386,87,0.43
Produkt C,986,13,0.98
67,78,93,0.62
Produkt C,939,63,0.81
Produkt E,942,32,0.2
Produkt D,708,6,0.32
Produkt B,411,45,0.28
Produkt E,674,37,0.64
Produkt E,50,54,0.3
I Do pieca,540,88,0.33
Produkt A,634,99,0.43
Produkt B,380,55,0.94
Produkt D,701,91,0.56
Produkt C,507,9,0.84
I Do pieca,780,55,0.93
Produkt B,886,82,0.41
Produkt C,832,25,0.72
Produkt A,962,3,0.22
67,Produkt B,11,0.0
I Do pieca,963,89,0.29
Produkt D,586,47,0.93
Produkt E,984,56,0.08
Produkt D,189,58,0.32
Produkt A,376,99,0.71
Produkt B,361,90,0.99
Produkt D,900,82,0.05
Produkt C,377,78,0.81
Produkt A,513,76,0.08
Produkt A,397,72,0.62
Produkt A,458,93,0.18
I Do pieca,638,16,0.37
Produkt D,981,36,0.77
Produkt A,452,53,0.24
Produkt B,859,70,0.41
Produkt A,749,94,0.97
Produkt B,669,44,0.71
Produkt C,488,66,0.95
Produkt A,65,87,0.95
Produkt C,831,98,0.4
Produkt A,Produkt C,34,0.0
Produkt C,862,7,0.01
Produkt E,445,99,0.5
Produkt C,309,37,0.11
Produkt D,547,31,0.49
Produkt B,473,80,0.28
Produkt B,387,20,0.87
Produkt B,361,40,0.57
I Do pieca,637,91,0.97
Produkt A,209,91,0.92
Produkt B,Produkt C,37,0.01
Produkt B,52,89,0.65
Produkt D,175,86,0.94
Produkt A,220,46,0.31
Produkt B,382,69,0.98
Produkt D,888,40,0.78
Produkt B,492,84,0.59
Produkt B,301,74,0.6
Produkt D,353,36,0.17
Produkt B,132,59,0.9
Produkt B,367,53,0.64
Produkt D,541,11,0.71
Produkt E,81,26,0.08
Produkt C,807,67,0.09
Produkt C,717,90,0.71
Produkt D,257,100,0.88
Produkt A,301,76,0.29
Produkt B,259,75,0.73
Produkt D,441,82,0.37
Produkt A,174,72,0.17
Produkt B,795,89,0.3
I Do pieca,844,4,0.65
Produkt D,574,27,0.6
Produkt C,724,83,0.68
Produkt E,540,64,0.58
Produkt A,343,20,0.31
Produkt D,956,37,0.61
Produkt A,988,46,0.92
I Do pieca,628,11,0.74
Produkt C,479,13,0.66
Produkt E,376,41,0.3
Produkt E,451,26,0.94
I Do pieca,108,55,0.82
Produkt B,367,52,0.37
Produkt B,47,17,0.27
Produkt C,643,87,0.85
Produkt C,417,63,0.54
Produkt A,850,42,0.65
Produkt D,559,92,0.05
Produkt A,514,65,0.71
Produkt E,343,54,0.3
Produkt B,435,2,0.5
Produkt C,90,47,0.11
Produkt A,415,94,0.44
Produkt C,829,67,0.72
Produkt E,658,87,0.23
Produkt A,132,7,0.28
Produkt E,266,4,0.34
Produkt E,53,37,0.33
Produkt A,123,95,0.42
Produkt A,273,5,0.5
I Do pieca,605,15,0.69
Produkt B,909,71,0.45
Produkt C,544,16,0.34
Produkt E,815,85,0.82
Produkt E,313,91,0.18
Produkt A,404,21,0.13
Produkt B,997,75,0.36
Produkt A,960,67,0.45
Produkt D,758,43,0.16
Produkt D,486,54,0.83
Produkt A,88,68,0.8
Produkt C,861,95,0.9
I Do pieca,542,86,0.19
Produkt E,483,70,0.45
Produkt D,711,9,0.02
Produkt B,395,2,0.78
Produkt A,27,17,0.84
Produkt A,737,37,0.73
I Do pieca,898,11,0.86
Produkt B,278,43,0.46
Produkt D,137,63,0.93
Produkt B,412,42,0.13
Produkt D,619,29,0.11
Produkt B,45,19,0.81
Produkt B,226,37,0.2
Produkt D,927,82,0.34
Produkt A,154,67,0.51
Produkt E,324,9,0.56
Produkt C,241,89,0.3
Produkt D,526,42,0.65
I Do pieca,625,59,0.17
I Do pieca,262,39,0.25
Produkt B,624,48,0.7
I Do pieca,676,7,0.49
Produkt C,335,29,0.61
Produkt B,708,60,0.76
Produkt D,447,98,0.13
Produkt D,165,34,0.3
Produkt B,175,77,0.16
Produkt C,40,16,0.33
Produkt A,865,81,0.1
Produkt D,908,24,0.3
Produkt B,707,1,0.43
Produkt D,127,81,0.02
Produkt C,11,83,0.94
Produkt A,594,40,0.71
Produkt C,372,39,0.73
I Do pieca,694,73,0.98
Produkt D,709,82,0.98
Produkt A,685,44,0.02
Produkt B,932,16,0.13
Produkt C,712,83,0.94
Produkt B,25,81,0.05
I Do pieca,451,58,0.12
I Do pieca,912,26,0.66
Produkt C,242,52,0.85
Produkt C,6,40,0.14
Produkt E,408,95,0.71
Produkt E,637,69,0.75
Produkt C,485,73,0.72
Produkt C,205,18,0.96
Produkt A,80,93,0.31
Produkt A,565,15,0.93
Produkt A,Produkt C,79,0.0
I Do pieca,29,49,0.71
Produkt C,319,30,0.97
Produkt D,97,15,0.8
Produkt D,614,22,0.64
Produkt C,136,17,0.01
Produkt D,360,63,0.26
Produkt D,795,33,0.09
Produkt B,86,80,0.95
Produkt C,785,53,0.6
I Do pieca,527,6,0.74
Produkt C,977,51,0.13
I Do pieca,341,72,0.39
Produkt C,58,57,0.32
Produkt C,859,4,0.35
Produkt E,824,17,0.82
Produkt A,612,43,0.14
Produkt C,268,28,0.91
Produkt C,Produkt B,41,0.0
Produkt A,127,52,0.98
Produkt D,200,100,0.99
Produkt A,608,54,0.86
Produkt B,793,38,0.64
Produkt C,967,Produkt E,0.99
I Do pieca,910,7,0.02
Produkt D,43,85,0.61
Produkt D,884,7,0.97
I Do pieca,840,65,0.64
Produkt B,158,16,0.78
I Do pieca,527,9,0.15
Produkt E,416,29,0.89
Produkt C,129,74,0.14
Produkt C,192,5,0.18
Produkt D,612,7,0.36
Produkt B,961,44,0.73
Produkt D,930,39,0.1
Produkt E,215,83,0.08
Produkt B,651,9,0.66
Produkt C,429,11,0.91
Produkt C,948,40,0.73
Produkt C,591,61,0.94
Produkt D,597,55,0.09
Produkt C,213,19,0.86
Produkt D,178,91,0.65
Produkt B,644,24,0.96
Produkt D,781,66,0.31
I Do pieca,Produkt B,40,0.0
Produkt C,412,1,0.7
Produkt D,690,78,0.43
Produkt C,285,47,0.9
Produkt E,979,60,0.36
Produkt C,357,93,0.65
Produkt C,234,74,0.64
Produkt A,30,65,0.35
Produkt E,180,1,0.7
I Do pieca,365,73,0.2
Produkt B,947,69,0.52
Produkt A,449,3,0.83
Produkt D,31,69,0.43
Produkt C,82,75,0.19
Produkt A,421,27,0.79
Produkt C,756,83,0.07
Produkt A,351,69,0.5
Produkt D,147,55,0.87
Produkt C,540,42,0.75
Produkt B,427,91,0.9
Produkt E,905,57,0.51
Produkt D,121,Produkt E,0.99
Produkt B,782,92,0.2
Produkt B,527,30,0.47
Produkt D,61,81,0.2
Produkt C,761,10,0.33
Produkt B,693,72,0.1
Produkt B,859,5,0.23
Produkt C,989,16,0.93
Produkt D,681,84,0.39
Produkt B,79,22,0.83
Produkt D,406,4,0.73
Produkt D,69,10,0.32
Produkt A,758,66,0.99
Produkt A,537,2,0.05
Produkt D,692,37,0.02
Produkt B,91,58,0.05
Produkt B,206,84,0.24
Produkt C,456,56,0.03
Produkt E,79,49,0.47
Produkt B,923,91,0.32
Produkt B,97,44,0.58
Produkt B,75,4,0.09
Produkt C,765,71,0.7
Produkt D,308,90,0.79
Produkt A,536,18,0.67
Produkt A,186,Produkt B,1.0
Produkt C,794,9,0.04
I Do pieca,401,94,0.74
Produkt C,330,10,0.85
Produkt C,169,73,0.79
Produkt D,963,45,0.08
Produkt D,21,76,0.88
Produkt B,638,49,0.32
Produkt C,675,11,0.01
Produkt D,473,21,0.47
Produkt C,54,4,0.61
Produkt C,50,25,0.9
Produkt D,914,7,0.51
Produkt E,599,5,0.79
Produkt D,602,8,0.61
Produkt D,152,99,0.62
Produkt C,996,54,0.31
Produkt D,495,78,0.04
Produkt D,94,22,0.24
Produkt D,666,66,0.3
Produkt D,269,34,0.45
Produkt C,53,37,0.83
Produkt E,318,39,0.94
Produkt C,725,2,0.53
Produkt A,298,79,0.3
Produkt E,437,77,0.43
Produkt D,573,29,0.94
Produkt C,231,97,0.23
Produkt E,37,12,0.63
Produkt C,321,57,0.14
Produkt C,843,64,0.79
Produkt D,706,29,0.45
Produkt C,212,36,0.25
Produkt B,239,19,0.72
Produkt A,761,14,0.7
Produkt B,92,55,0.33
I Do pieca,245,7,0.33
67,377,53,0.88
Produkt B,367,54,0.11
Produkt B,781,49,0.23
I Do pieca,383,27,0.62
Produkt D,89,54,0.88
Produkt B,913,82,0.81
Produkt B,964,66,0.08
67,313,78,0.88
Produkt A,5,50,0.75
Produkt A,594,83,0.83
Produkt D,473,94,0.05
Produkt C,884,20,0.4
Produkt A,574,48,0.64
Produkt A,556,78,0.67
Produkt C,279,67,0.73
Produkt B,210,59,0.42
Produkt A,741,78,0.33
Produkt B,459,11,0.5
Produkt D,17,94,0.48
Produkt D,661,93,0.82
Produkt D,320,82,0.23
Produkt B,80,30,0.14
Produkt D,751,66,0.06
Produkt D,698,68,0.08
Produkt D,23,96,0.23
Produkt B,506,27,0.9
Produkt B,104,26,0.33
Produkt D,763,18,0.77
I Do pieca,228,35,0.94
Produkt E,122,61,0.52
I Do pieca,969,64,0.93
Produkt A,143,81,0.32
Produkt A,533,14,0.03
I Do pieca,293,36,0.26
Produkt C,562,13,0.79
Produkt C,619,54,0.89
Produkt C,193,93,0.7
Produkt E,176,54,0.38
Produkt A,865,30,0.31
Produkt C,865,98,0.05
Produkt C,801,86,0.29
Produkt A,357,78,0.39
Produkt A,500,1,0.66
Produkt B,948,63,0.47
Produkt E,405,50,0.6
I Do pieca,835,53,0.31
Produkt A,653,19,0.46
Produkt D,646,29,0.75
I Do pieca,105,30,0.48
Produkt B,611,92,0.34
Produkt A,99,64,0.87
Produkt C,366,96,0.09
Produkt B,164,51,0.38
Produkt A,631,55,0.66
I Do pieca,703,31,0.6
Produkt D,855,3,0.13
I Do pieca,124,47,0.86
Produkt C,562,22,0.34
Produkt A,204,4,0.86
Produkt B,100,96,0.51
Produkt B,324,67,0.36
Produkt B,255,83,0.33
Produkt A,368,91,0.52
Produkt C,849,74,0.87
Produkt D,792,43,0.48
Produkt A,909,13,0.95
Produkt E,765,12,0.05
Produkt E,187,86,0.02
Produkt C,544,31,0.45
Produkt E,53,10,0.68
Produkt D,893,39,0.54
I Do pieca,780,Produkt B,1.0
Produkt A,45,97,0.07
Produkt E,966,56,0.74
Produkt D,745,35,0.49
Produkt C,97,35,0.19
Produkt A,225,8,0.61
Produkt D,845,57,0.16
Produkt E,888,99,0.33
Produkt C,638,43,0.31
Produkt A,355,12,0.69
I Do pieca,547,57,0.67
I Do pieca,240,39,0.02
Produkt A,785,5,0.71
Produkt B,890,74,0.35
Produkt C,254,48,0.05
I Do pieca,897,58,0.05
Produkt A,803,64,0.54
Produkt C,260,79,0.48
I Do pieca,669,87,0.73
Produkt A,129,20,0.4
Produkt A,108,75,0.97
Produkt D,830,81,0.42
Produkt D,890,9,0.86
Produkt E,799,92,0.24
Produkt A,141,64,0.97
I Do pieca,912,18,0.62
Produkt C,937,81,0.33
Produkt C,880,32,0.78
Produkt C,554,60,0.76
Produkt D,808,71,0.88
Produkt C,5,81,0.41
Produkt A,745,91,0.78
Produkt C,310,72,0.97
Produkt C,705,27,0.35
I Do pieca,157,81,0.86
Produkt B,131,82,0.38
67,374,65,0.91
Produkt C,382,61,0.9
Produkt A,569,90,0.17
Produkt E,630,96,0.66
Produkt B,237,74,0.4
Produkt D,746,53,0.41
Produkt C,277,78,0.8
Produkt B,985,85,0.49
Produkt C,753,30,0.07
Produkt D,530,33,0.3
Produkt C,75,68,0.97
Produkt E,65,48,0.21
I Do pieca,660,49,0.56
Produkt C,227,20,0.34
Produkt A,346,81,0.59
Produkt B,764,16,0.72
Produkt A,652,76,0.5
Produkt A,600,79,0.42
I Do pieca,62,4,0.09
Produkt A,907,16,0.04
Produkt D,563,17,0.45
Produkt B,325,59,0.62
Produkt D,27,10,0.21
Produkt C,25,17,0.46
I Do pieca,112,85,0.5
Produkt B,775,13,0.26
Produkt E,741,96,0.31
Produkt C,215,71,0.72
Produkt B,875,42,0.71
Produkt B,107,7,0.57
Produkt A,214,90,0.57
Produkt E,519,43,0.61
I Do pieca,465,52,0.14
Produkt C,802,44,0.3
Produkt E,980,15,0.44
Produkt D,686,13,0.71
Produkt D,828,79,0.26
Produkt A,471,39,0.86
I Do pieca,669,83,0.03
Produkt A,835,34,0.27
Produkt B,153,48,0.49
Produkt A,456,10,0.03
Produkt E,688,33,0.19
Produkt D,152,80,0.06
Produkt C,653,49,0.67
Produkt C,950,3,0.97
Produkt D,426,3,0.19
Produkt C,212,57,0.39
Produkt C,222,89,0.34
Produkt B,316,7,0.39
Produkt C,538,40,0.64
Produkt A,861,22,0.81
Produkt D,825,45,0.4
Produkt E,348,75,0.32
Produkt D,79,69,0.71
Produkt A,538,21,0.8
Produkt C,398,92,0.81
Produkt C,598,62,0.82
Produkt C,228,77,0.53
Produkt E,704,5,0.76
Produkt D,838,69,0.04
Produkt C,343,26,0.17
Produkt C,275,18,0.42
Produkt D,279,5,0.06
Produkt B,649,73,0.9
Produkt B,6,64,0.39
Produkt E,523,63,0.92
Produkt C,596,84,0.92
Produkt C,670,85,0.11
Produkt D,570,75,0.19
I Do pieca,292,23,0.54
Produkt D,940,93,0.94
Produkt D,306,5,0.54
Produkt C,990,7,0.25
Produkt B,280,74,0.52
Produkt B,498,94,0.01
Produkt B,906,71,0.09
Produkt B,458,39,0.43
Produkt C,723,1,0.96
Produkt C,467,84,0.08
Produkt D,921,32,0.2
I Do pieca,694,32,0.62
I Do pieca,704,25,0.18
I Do pieca,318,48,0.85
67,739,3,0.27
I Do pieca,167,30,0.2
Produkt E,241,70,0.33
Produkt B,431,85,0.51
Produkt B,200,79,0.56
Produkt A,176,99,0.98
I Do pieca,778,6,0.23
Produkt D,30,25,0.57
Produkt A,784,7,0.12
Produkt B,170,75,0.31
Produkt C,271,68,0.08
Produkt B,318,87,0.12
Produkt B,721,11,0.72
Produkt B,330,7,0.88
Produkt D,317,1,0.6
Produkt A,454,17,0.93
I Do pieca,262,78,0.48
I Do pieca,950,8,0.3
Produkt E,897,93,0.72
I Do pieca,315,27,0.62
Produkt D,331,63,0.7
Produkt A,474,47,0.1
Produkt D,552,68,0.67
Produkt B,211,14,0.22
I Do pieca,984,93,0.12
Produkt B,127,29,0.85
Produkt A,309,53,0.62
Produkt B,925,8,0.94
Produkt B,831,14,0.49
I Do pieca,19,1,0.51
Produkt A,700,54,0.51
67,235,96,0.92
Produkt E,412,57,0.91
Produkt B,930,2,0.48
Produkt A,904,13,0.62
Produkt A,705,77,0.67
Produkt E,488,85,0.48
67,399,84,0.1
Produkt C,1000,23,0.26
Produkt B,215,71,0.45
Produkt E,970,29,0.52
Produkt C,8,76,0.57
Produkt A,142,29,0.48
Produkt C,640,83,0.91
Produkt D,934,53,0.33
Produkt B,808,78,0.94
Produkt A,581,60,0.84
Produkt C,75,72,0.25
Produkt A,5,46,0.43
Produkt C,892,13,0.4
Produkt A,533,8,0.2
Produkt A,861,98,0.53
Produkt B,612,88,0.79
Produkt D,532,60,0.81
I Do pieca,304,72,0.2
Produkt D,647,60,0.81
I Do pieca,303,82,0.06
Produkt A,983,98,0.47
Produkt A,489,80,0.51
Produkt A,230,6,0.22
I Do pieca,472,72,0.78
Produkt B,281,38,0.31
Produkt C,397,19,0.53
Produkt D,498,67,0.32
Produkt A,790,28,0.42
Produkt B,744,45,0.77
I Do pieca,283,61,0.56
Produkt E,650,9,0.02
I Do pieca,529,67,0.56
Produkt D,210,62,0.7
Produkt A,840,33,0.48
Produkt C,365,100,0.17
Produkt E,88,98,0.44
Produkt B,545,39,0.18
Produkt E,171,17,0.24
Produkt C,731,64,0.56
Produkt A,496,98,0.7
Produkt E,280,77,0.4
I Do pieca,927,86,0.74
Produkt A,874,31,0.1
Produkt B,75,75,0.69
I Do pieca,482,38,0.63
Produkt E,414,46,0.45
Produkt E,409,82,0.29
Produkt E,236,18,0.52
Produkt D,49,38,0.41
Produkt E,446,54,0.02
67,815,44,0.14
Produkt D,96,34,0.72
Produkt B,518,79,0.88
Produkt A,717,88,0.89
Produkt A,317,17,0.8
Produkt B,458,77,0.98
Produkt C,321,75,0.4
Produkt D,208,Produkt E,0.99
Produkt B,166,79,0.17
Produkt B,394,99,0.05
Produkt B,494,6,0.08
Produkt C,849,39,0.77
Produkt A,120,93,0.52
Produkt B,487,11,0.39
Produkt A,417,44,0.2
Produkt A,274,32,0.71
Produkt D,262,38,0.18
Produkt A,616,75,0.72
Produkt D,522,16,0.62
Produkt D,71,13,0.1
Produkt C,821,11,0.44
Produkt E,859,56,0.31
Produkt A,237,34,0.97
Produkt D,186,34,0.78
Produkt C,683,99,0.51
Produkt A,803,96,0.02
Produkt D,211,72,0.31
Produkt E,821,29,0.21
Produkt E,959,48,0.11
Produkt B,869,69,0.02
Produkt C,921,73,0.9
Produkt A,493,47,0.49
Produkt A,904,63,0.92
Produkt A,417,50,0.19
Produkt B,422,6,0.18
Produkt C,576,73,0.41
Produkt D,418,86,0.52
Produkt A,157,84,0.29
Produkt B,479,98,0.45
Produkt C,183,56,0.24
Produkt A,848,5,0.03
Produkt B,55,47,0.99
Produkt D,740,17,0.85
I Do pieca,579,96,0.43
I Do pieca,94,23,0.95
Produkt B,222,61,0.24
Produkt D,510,78,0.64
I Do pieca,86,19,0.69
Produkt A,103,63,0.78
Produkt C,460,45,0.38
Produkt E,455,78,0.92
Produkt C,250,50,0.14
Produkt A,144,54,0.29
Produkt E,637,38,0.09
Produkt A,796,80,0.47
Produkt D,862,49,0.63
Produkt B,26,21,0.73
Produkt B,770,34,0.6
Produkt E,105,43,0.74
Produkt E,125,53,0.66
Produkt D,284,60,0.46
Produkt D,507,89,0.42
Produkt B,411,8,0.32
Produkt C,232,20,0.04
Produkt A,459,68,0.34
Produkt B,329,19,0.02
Produkt C,405,69,0.04
Produkt A,887,Produkt A,0.99
Produkt A,524,96,0.95
Produkt D,734,98,0.05
Produkt A,929,37,0.99
Produkt C,227,1,0.32
Produkt A,567,28,0.94
Produkt D,65,66,0.61
I Do pieca,967,30,0.87
Produkt E,942,12,0.78
Produkt C,698,76,0.49
Produkt D,278,64,0.63
Produkt B,340,21,0.5
Produkt C,634,77,0.67
Produkt A,487,64,0.1
Produkt A,64,87,0.95
Produkt C,448,71,0.49
Produkt B,793,21,0.29
Produkt C,609,76,0.64
Produkt C,151,10,0.69
Produkt C,453,83,0.23
I Do pieca,16,37,0.37
Produkt A,923,6,0.69
Produkt E,783,75,0.86
Produkt A,720,26,0.98
Produkt A,204,11,0.1
Produkt A,365,10,0.73
Produkt B,916,95,0.34
Produkt A,237,38,0.64
I Do pieca,806,59,0.68
Produkt D,448,58,0.17
Produkt E,158,25,0.32
Produkt E,155,35,0.75
Produkt C,52,41,0.49
Produkt A,127,75,0.23
Produkt D,78,80,0.18
Produkt C,953,58,0.84
Produkt B,358,67,0.36
Produkt B,495,95,0.76
Produkt C,474,75,0.85
Produkt A,666,44,0.33
Produkt D,785,98,0.01
Produkt A,38,Produkt A,1.0
Produkt B,72,84,0.37
Produkt A,107,34,0.69
Produkt D,49,52,0.44
Produkt C,122,41,0.64
Produkt C,27,61,0.49
Produkt D,201,11,0.07
Produkt A,998,84,0.47
Produkt B,819,4,0.72
Produkt B,794,76,0.38
Produkt B,303,30,0.24
Produkt D,732,26,0.25
Produkt B,530,10,0.64
Produkt C,358,60,0.09
Produkt D,416,Produkt A,0.99
Produkt B,959,19,0.04
Produkt A,890,9,0.58
Produkt C,712,92,0.93
Produkt A,180,3,0.47
Produkt B,490,14,0.49
Produkt B,541,37,0.98
Produkt C,864,77,0.07
Produkt A,687,49,0.74
Produkt E,976,28,0.84
Produkt D,938,33,0.46
Produkt D,752,79,0.68
Produkt E,985,62,0.04
Produkt A,402,26,0.8
Produkt A,984,81,0.34
Produkt C,388,57,0.57
Produkt B,659,12,0.6
Produkt A,484,78,0.66
Produkt B,39,90,0.23
Produkt A,818,80,0.07
Produkt D,699,43,0.34
Produkt B,977,4,0.88
Produkt B,207,61,0.25
Produkt B,266,92,0.05
Produkt A,862,54,0.5
Produkt A,957,15,0.69
Produkt D,211,36,0.39
Produkt A,611,24,0.52
I Do pieca,994,98,0.55
Produkt D,474,59,0.79
Produkt B,765,5,0.39
Produkt C,960,44,0.68
Produkt D,359,35,0.27
Produkt C,633,70,0.24
Produkt C,917,2,0.29
Produkt A,207,33,0.94
Produkt A,390,51,0.41
Produkt A,477,29,0.65
Produkt A,5,15,0.49
Produkt A,432,34,0.99
Produkt B,898,2,0.64
Produkt A,561,60,0.07
Produkt A,890,77,0.87
I Do pieca,382,90,0.69
Produkt D,954,88,0.78
Produkt B,769,45,0.02
Produkt A,60,4,0.69
67,807,21,0.32
Produkt D,258,72,0.79
Produkt A,817,45,0.04
Produkt D,176,47,0.85
Produkt A,74,30,0.95
Produkt B,759,34,0.67
Produkt C,512,68,0.78
Produkt C,315,31,0.94
Produkt C,833,88,0.77
Produkt C,111,86,0.58
Produkt B,791,78,0.24
Produkt D,995,36,0.93
Produkt A,744,1,0.77
Produkt B,340,75,0.94
Produkt B,227,74,0.78
67,895,26,0.71
Produkt C,393,99,0.6
Produkt C,165,24,0.72
Produkt A,222,1,0.85
Produkt A,971,48,0.32
Produkt C,759,42,0.93
Produkt D,351,63,0.94
Produkt D,283,57,0.77
Produkt D,356,26,0.84
Produkt B,142,47,0.82
Produkt A,631,61,0.87
Produkt B,57,10,0.87
Produkt A,641,47,0.8
Produkt C,30,87,0.08
67,904,88,0.45
Produkt B,935,31,0.63
Produkt D,832,48,0.12
I Do pieca,613,53,0.71
Produkt D,235,28,0.93
Produkt C,176,54,0.07
Produkt D,551,63,0.05
Produkt D,233,35,0.68
Produkt C,6,48,0.84
Produkt C,652,99,0.04
Produkt A,606,61,0.79
Produkt C,417,12,0.35
Produkt D,331,83,0.85
Produkt C,119,8,0.19
Produkt A,376,65,0.47
Produkt A,199,80,0.67
Produkt D,505,94,0.03
Produkt D,746,68,0.9
Produkt B,718,80,0.48
Produkt D,258,55,0.82
Produkt A,412,26,0.53
Produkt B,643,90,0.52
67,456,8,0.12
Produkt D,706,10,0.7
Produkt B,145,30,0.33
Produkt B,765,58,0.07
Produkt D,850,97,0.9
Produkt C,243,52,0.81
Produkt E,30,17,0.46
Produkt A,454,53,0.45
Produkt A,173,49,0.18
Produkt D,977,31,0.89
Produkt C,493,52,0.96
Produkt D,726,88,0.92
Produkt A,658,26,0.4
Produkt A,728,80,0.29
Produkt E,846,54,0.37
Produkt A,563,76,0.2
Produkt A,987,43,0.35
Produkt C,465,26,0.16
Produkt A,182,13,0.34
